input_sd,output_sd
2009 جي آرڊيننس هيٺ سزا ڇا آهي؟,"سزا قيد، ڏنڊ يا ٻئي ٿي سگهن ٿا."
2009 جو آرڊيننس ڇو اهم آهي؟,ڊجيٽل ڏوهن جي روڪ لاءِ اهو قانون اهم آهي.
پاڪستان ۾ مجرم کي پناهه ڏيڻ تي ڇا ٿيندو؟,قانوني ادارا پناهه ڏيڻ تي ڪارروائي ڪن ٿا.
پاڪستاني قانون ۾ مجرم کي پناهه ڏيڻ تي ڇا ٿئي ٿو؟,"پناهه ڏيڻ بعد قانوني ڪارروائي، ٻڌڻي ۽ عدالت ۾ پيش ڪيو وڃي ٿو."
مجرم جي زال يا مڙس کي پناهه ڏيڻ تي سزا آهي؟,جيڪڏھن پناهه ڏيندڙ زال يا مڙس هجي ته سزا لاڳو نه ٿيندي.
سخت قيد ڇا آهي ۽ مدو؟,"سخت قيد ۾ مشقت شامل آهي، مدت 7 سال ٿي سگهي ٿي."
مجرم تي ڇا لڳي ٿو؟,"مجرم تي ڏنڊ به ٿي سگهي ٿو، رقم عدالت طئي ڪري ٿي."
ٻيهر مقدمو هلائڻ جي ممانعت جو قانون ڇا آهي؟,"ٻيهر مقدمو هلائڻ جي پابندي هڪ قانوني قاعدو آهي جيڪو هڪ شخص کي ٻيهر ان ئي ڏوهه لاءِ آزمائش کان روڪي ٿو، جيڪڏهن هو اڳ ۾ ئي بري يا ڏوهاري قرار ڏنو ويو آهي."
سزا ڪيئن حاصل ڪئي ويندي آهي؟,سزا قانوني طريقيڪار تحت عدالتن جي ذريعي حاصل ڪئي ويندي آهي.
ڏوهاري ڌمڪي يا خوفزده ڪرڻ جو ڏوهه ڇا آهي؟,"ڏوهاري ڌمڪي يا خوفزده ڪرڻ هڪ ڏوهه آهي، جنهن ۾ ڪنهن کي ڊڄارايو وڃي ته جيئن هو ڪا ڳالهه يا عمل نه ڪري. سزا قيد، ڏنڊ يا ٻئي ٿي سگهن ٿا."
توهين جو ڏوهه ڇا آهي؟,"توهين ۾ ڪنهن جي عزت يا شرافت کي لفظ يا عمل سان نقصان پهچائڻ شامل آهي، سزا جرمانو يا قيد ٿي سگهي ٿي."
جبر سان طاقت استعمال ڪرڻ جو ڏوهه ڇا آهي؟,"جبر سان طاقت جو غير قانوني استعمال، جنهن سان ٻئي کي نقصان ٿئي، سزا قيد يا ڏنڊ ٿي سگهي ٿي."
حملي جو ڏوهه ڇا آهي؟,"حملي ۾ ڪنهن تي غير قانوني حملو ڪرڻ شامل آهي، جنهن جي سزا قيد يا ڏنڊ آهي."
قذف جو ڏوهه ڇا آهي؟,"قذف ۾ ڪنهن تي ڪوڙو الزام هڻڻ شامل آهي، سزا قيد يا ڏنڊ ٿي سگهي ٿي."
پاڪستان جي مطابق غلامي ڇا آهي؟,غلامي اها حالت آهي جنهن ۾ هڪ شخص ٻئي جي ملڪيت ۾ رهي ۽ ان سان بدسلوڪي ڪئي وڃي.
غلامي جي سزا ڇا ٿي سگهي ٿي؟,غلامي جي سزا عمر قيد يا موت ٿي سگهي ٿي.
جبري پورهيت ڇا آهي؟,"جڏهن ڪنهن کي مرضي جي خلاف ڪم ڪرڻ تي مجبور ڪيو وڃي ۽ اجرت نه ڏني وڃي، اها جبري پورهيت آهي."
جبري پورهيت جي سزا ڇا ٿي سگهي ٿي؟,جبري پورهيت جي سزا عمر قيد يا موت ٿي سگهي ٿي.
غلامي ۽ جبري پورهيت جي ڏوهن جي سزا ڪيئن مختلف آهي؟,"انهن جي سزا ملڪ موجب مختلف هوندي آهي، پر عام طور تي سخت هوندي آهي ته جيئن ماڻهو روڪجن."
ڏوهاري استغاثي کاتي جا فرض ڇا آهن؟,"ڏوهاري استغاثي کاتي ۾ جاچ، ثبوت گڏ ڪرڻ ۽ ڪيسن ۾ عوام جي نمائندگي شامل آهي."
زنا جي تعريف ڇا آهي؟,"زنا غير قانوني جنسي تعلق آهي، مطلب بغير نڪاح يا شادي دوران ٻئي سان تعلق رکڻ."
شجاعت جا مختلف قسم ڇا ٿي سگهن ٿا؟,"شجاعت جا قسم مختلف ٿي سگهن ٿا، جهڙوڪ مشڪل حالتن ۾ مدد ڪرڻ، دشمن سان وڙهڻ وغيره."
شجاعت جي عمل جي سزا يا انعام ڇا آهي؟,"شجاعت تي انعام، سرٽيفڪيٽ، ميڊل يا اعزاز ملي سگهي ٿو."
ڪمپني تي آن لائن تحقيق جا قدم ڪهڙا آهن؟,ڪمپني جي باري ۾ ڄاڻ لاءِ انٽرنيٽ تي تحقيق ڪريو ۽ صارفين جا رايا پڙهو.
سائبر ڪرائم بل ۾ ڪيترا ڏوهه بيان ڪيا ويا آهن؟,سائبر ڪرائم بل ۾ 23 ڏوهه بيان ٿيل آهن.
معلوماتي نظام يا ڊيٽا تائين غير مجاز رسائي ڇا آهي؟,بنا اجازت ڊيٽا يا سسٽم تائين رسائي تي ٽي مهينا قيد ۽ پنجاهه هزار ڏنڊ ٿي سگهي ٿو.
ڊيٽا جي اجازت کان سواءِ نقل يا ترسيل ڇا آهي؟,ڊيٽا جي بنا اجازت نقل يا موڪلڻ تي ڇهه مهينا قيد يا هڪ لک ڏنڊ ٿي سگهي ٿو.
معلوماتي نظام ۾ مداخلت ڇا آهي؟,سسٽم ۾ مداخلت يا نقصان تي ٻه سال قيد ۽ پنج لک ڏنڊ ٿي سگهي ٿو.
ضروري انفراسٽرڪچر جي ڊيٽا تائين غير مجاز رسائي ڇا آهي؟,ضروري انفراسٽرڪچر جي ڊيٽا تائين غير قانوني رسائي تي ٽن سالن جي قيد ۽ ڏهه لک ڏنڊ ٿي سگهي ٿو.
ضروري انفراسٽڪچر جي ڊيٽا جي نقل يا ترسيل تي سزا ڇا آهي؟,نقل يا ترسيل تي پنج سال قيد ۽ پنجاهه لک ڏنڊ ٿي سگهي ٿو.
ضروري انفراسٽرڪچر جي معلوماتي نظام ۾ مداخلت ڇا آهي؟,ضروري انفراسٽڪچر ۾ مداخلت يا نقصان تي ست سال قيد ۽ هڪ ڪروڙ ڏنڊ ٿي سگهي ٿو.
سائبر دهشتگردي ڇا آهي؟,"سائبر دهشتگردي ۾ ڊيٽا تائين غير قانوني رسائي، نقل، مداخلت ۽ جرم جي تشهير شامل آهي."
نفرت واري تقريرون ڇا آهن؟,مذهبي يا نسلي نفرت تي ٻڌل تقرير يا نشريات تي ست سال قيد ۽ ڏنڊ آهي.
دهشتگردي لاءِ ڀرتي يا فنڊنگ ڇا آهي؟,دهشتگردي لاءِ ڀرتي يا فنڊ تي ست سال قيد يا ڏنڊ ٿي سگهي ٿو.
اليڪٽرانڪ جعلسازي ڇا آهي؟,معلوماتي نظام يا ڊيٽا ۾ غيرقانوني تبديلي تي ٽي سال قيد يا ڏيڍ لک ڏنڊ ٿي سگهي ٿو.
اليڪٽرانڪ فراڊ ڇا آهي؟,معلوماتي نظام ۾ ٺڳيءَ جي ارادي سان مداخلت تي ٻه سال قيد يا هڪ ڪروڙ ڏنڊ ٿي سگهي ٿو.
ڏوهن لاءِ ڊوائيس جي تياري يا فراهمي ڇا آهي؟,ڏوهن لاءِ ڊوائيس تيار يا فراهم ڪرڻ تي ڇهه مهينا قيد يا پنجاهه هزار ڏنڊ ٿي سگهي ٿو.
سڃاڻپ جي معلومات جو غير مجاز استعمال ڇا آهي؟,"بنا اجازت ڪنهن جي سڃاڻپ واري معلومات جو استعمال، وڪري يا منتقلي، ٽي سال قيد يا پنجاهه لک ڏنڊ يا ٻئي ٿي سگهن ٿا."
"جنهن شخص جي معلومات استعمال ٿئي، ان کي ڇا ڪرڻ گهرجي؟",متاثر شخص لاڳاپيل اختيارين کي درخواست ڏئي سگهي ٿو ته ان جي معلومات محفوظ رهي.
سم ڪارڊ جو غير مجاز جاري ڪرڻ وغيره ڇا آهي؟,"سم ڪارڊ غير قانوني طور جاري ڪرڻ، وڪڻڻ يا فراهم ڪرڻ تي ٽي سال قيد يا پنج لک ڏنڊ يا ٻئي ٿي سگهن ٿا."
مواصلاتي ڊوائيسز ۾ تبديلي ڇا آهي؟,مواصلاتي ڊوائيسز ۾ غير قانوني تبديلي يا وڪري تي ٽي سال قيد يا ڏهه لک ڏنڊ ٿي سگهي ٿو.
غير مجاز حصول معلوماتي سسٽم مان ڇا آهي؟,معلوماتي سسٽم مان غير قانوني ڊيٽا ٽرانسفر يا اليڪٽرومقناطيسي اخراج تي ٻه سال قيد يا پنج لک ڏنڊ ٿي سگهي ٿو.
عزت ۽ وقار جي خلاف ڏوه ڇا آهن؟,ڪوڙو ۽ نقصان ڏيندڙ مواد ڦهلائڻ تي ٽي سال قيد يا ڏهه لک ڏنڊ يا ٻئي ٿي سگهن ٿا.
ڇا پيمرا جو قانون لائسنس يافته چينلن تي لاڳو ٿيندو؟,"نه، پيمرا جي لائسنس يافته چينلن تي هي قانون لاڳو نه ٿيندو."
پاڪدامني جي خلاف ڏوه ڇا آهن؟,"تصوير يا وڊيو ۾ فحش مواد شامل ڪرڻ، بليڪ ميلنگ، ست سال قيد يا پنج لک ڏنڊ يا ٻئي ٿي سگهن ٿا."
پهريون دفعو نابالغ سان ڏوهن تي سزا ڪيتري ٿيندي؟,پهريون دفعو نابالغ سان ڏوهن تي ست سال قيد جي سزا ٿيندي.
نابالغن جي عرياني تصويرن لاءِ سزا ڇا آهي؟,"نابالغن جي عرياني تصويرون يا وڊيوز پکيڙڻ، رکڻ يا ڏيڻ تي ست سال قيد يا پنجاهه لک ڏنڊ يا ٻئي ٿي سگهن ٿا."
نقصانڪار ڪوڊ لاءِ سزا ڇا آهي؟,"نقصانڪار ڪوڊ لکڻ، فراهم ڪرڻ يا تقسيم ڪرڻ تي ٻه سال قيد يا ڏهه لک ڏنڊ يا ٻئي ٿي سگهن ٿا."
سائبر اسٽاڪنگ لاءِ سزا ڇا آهي؟,انٽرنيٽ يا اي ميل ذريعي پٺيان لڳڻ يا هراسان ڪرڻ تي ٽي سال قيد ۽ ڏهه لک ڏنڊ يا ٻئي ٿي سگهن ٿا.
اسپوفنگ لاءِ سزا ڇا آهي؟,جعلي ويب سائيٽ ٺاهي معلومات ڏيڻ تي ٽي سال قيد يا پنج لک ڏنڊ يا ٻئي ٿي سگهن ٿا.
سيڪشن 493 تحت شادي جي فراڊ جي سزا ڇا آهي؟,سيڪشن 493 تحت شادي ۾ ٺڳي تي 25 سال قيد ۽ 30 هزار ڏنڊ آهي.
اڄ جي دور ۾ اسلام ۾ ٺڳي جي سزا ڇا آهي؟,ٺڳي اسلام ۾ حرام ۽ گناهه آهي.
ٺڳي جو نتيجو ڇا آهي؟,ٺڳي دنيا ۽ آخرت ٻنهي ۾ نقصان جو سبب آهي.
انساني واپار بابت رپورٽ ڇا چوي ٿي؟,انساني واپار بابت رپورٽون قانون جي نفاذ ۽ متاثرن جي تحفظ تي زور ڏين ٿيون.
متاثر ٿيندڙن کي ملوث ٿيڻ تي ڇا ڪرڻ گهرجي؟,متاثر ٿيلن کي غير قانوني سرگرمين ۾ ملوث ٿيڻ تي سزا نه ملڻ گهرجي.
انساني واپارين متاثرين کي مجبور ڪرڻ لاءِ ڇا ڪندا آهن؟,انساني واپارين متاثرين تي دٻاءُ وجهي کين غير قانوني ڪم تي مجبور ڪندا آهن.
انساني خريد و فروخت ۾ ملوث عنصر ڇا ڪندا آهن؟,انساني خريد و فروخت ۾ ملوث ماڻهو متاثرين کي غير قانوني ڪمن تي مجبور ڪندا آهن.
ڇا انساني واپارين کي يقين رکڻ گهرجي ته متاثرين کي سزا نه ملي؟,انساني واپارين کي گهرجي ته متاثرين کي سزا نه ملي.
غير سزا جي اصول جي جاچ ڪٿي ڪئي وئي؟,گڏيل قومن جي ڪنوينشن ۾ غير سزا جي اصول کي تسليم ڪيو ويو آهي.
ڇا انساني واپار بابت ورڪنگ گروپ جون سفارشون منظور ڪيون ويون آهن؟,يورپي يونين ۽ ڪائونسل غير سزا جي اصول کي تسليم ڪيو آهي.
ڇا ٺڳي سان ڪنهن کي نقصان ناهي ٿيندو؟,ٺڳي عام طور تي ڪنهن کي مالي يا جذباتي نقصان پهچائيندي آهي.
ٺڳي جي نظريات ۾ ڪهڙا عنصر شامل آهن؟,"ٺڳي ۾ ڳالهه ٻولهه جي گهٽتائي، عدم اعتماد ۽ لالچ شامل آهن."
ٺڳي جي مقابلي ۾ عام خيال ڪهڙو آهي؟,عام خيال آهي ته سڀني کي محتاط ۽ پاڻ تي ڀروسو ڪرڻ گهرجي.
ٺڳي کانپوءِ ڪهڙا تربيت جا قدم کنيا وڃن ٿا؟,"جاچ، معافي ۽ اصلاح جا قدم کنيا وڃن ٿا."
ڇا ٺڳي کانپوءِ قانوني ڪارروائي ٿي سگهي ٿي؟,"ها، قانوني ڪارروائي ٿي سگهي ٿي، جهڙوڪ ڪيس داخل ڪرڻ يا جاچ ڪرائڻ."
ٺڳي دوران ڪهڙيون مهارتون ڪم آنديون وڃن ٿيون؟,"ٺڳي دوران ڪوڙا وعدا، منصوبه بندي ۽ دوکو ڏيڻ مهارتون آهن."
ٺڳي جي عمل دوران ڪهڙا سماجي جذبا ملن ٿا؟,"ٺڳي جي عمل دوران افسوس، غصو ۽ بيچيني جهڙا منفي جذبا ٿين ٿا."
ٺڳي ڪرڻ کانپوءِ ڪهڙا سبق حاصل ڪري سگهجن ٿا؟,"ٺڳي کانپوءِ ماڻهو عام طور تي احتياط، اعتماد جي فرق ۽ ٺڳين کي سڃاڻڻ سکندا آهن."
ڇا ماڻهو ٺڳي ڪرڻ کانپوءِ معذرت ڪن ٿا؟,ٺڳي کانپوءِ ماڻهو عام طور تي معافي وٺن ٿا ته رشتا يا حالتون بهتر ٿين.
ٺڳي کانپوءِ ڪهڙيون صلاحيتون تنقيد جو شڪار ٿين ٿيون؟,ٺڳي کانپوءِ ماڻهو پنهنجي فيصلي ۽ اعتماد تي تنقيد برداشت ڪن ٿا.
آرٽيڪل 8 يورپي يونين جي هدايت ۾ ڇا چوي ٿو؟,"آرٽيڪل 8 تحت، متاثرين تي زبردستي ڪرائڻ تي سزا يا قانوني ڪارروائي نه ٿيڻ گهرجي."
يورپي يونين ڪڏهن هدايت جاري ڪئي؟,يورپي يونين 2011 ۾ هدايت جاري ڪئي.
يورپي يونين جي هدايت جو مرڪزي خيال ڇا آهي؟,مرڪزي خيال آهي ته متاثرين کي زبردستي ڪرايل جرم تي سزا نه ملي.
آرٽيڪل 2 تحت ڪهڙا ڏوهه شامل آهن؟,آرٽيڪل 2 تحت انساني واپار جا ڏوهه شامل آهن.
2013 ۾ او ايس سي اي رياستن ڪهڙي سلسلي ۾ منصوبا جاري ڪيا؟,2013 ۾ او ايس سي اي رياستن انساني واپار روڪڻ لاءِ منصوبا جاري ڪيا.
ڪهڙي سيڪشن ۾ پيراگراف 2.6 شامل آهي؟,سيڪشن 4 ۾ پيراگراف 2.6 تحت مناسب تدارڪ شامل آهي.
اي يو جي هدايت تحت سزا ڪيئن لاڳو نه ڪئي وڃي؟,اي يو جي هدايت تحت زبردستي ڪرائڻ تي سزا لاڳو نه ٿئي.
ايسيان ڪنوينشن' جي ڪهڙي آرٽيڪل ۾ ڇا چيو ويو آهي؟,آرٽيڪل 14(7) ۾ زبردستي سرگرميون ڪرائڻ تي سزا نه ڏيڻ جو ذڪر آهي.
متاثر ماڻهن جي سڃاڻپ لاءِ ڪهڙو طريقو اهم آهي؟,متاثر ماڻهن جي سڃاڻپ جو طريقو حڪومت کي بحالي ۾ مدد ڏيندو آهي.
نيويارڪ آمريڪا ڪهڙي سال قانوني سزا رد ڪئي؟,نيويارڪ آمريڪا 2010 ۾ قانوني سزا رد ڪئي.
نيويارڪ کان پوءِ ڪهڙي رياست سزا رد ڪئي؟,فلوريڊا 2013 ۾ سزا رد ڪئي.
مارچ 2018 تائين ڪيتريون رياستون سزا رد ڪري چڪيون؟,مارچ 2018 تائين 39 رياستون سزا رد ڪري چڪيون.
قانوني سزا رد ڪرڻ جا منفي پاسا ڪهڙا آهن؟,"متاثر ٿيلن کي نوڪري، معاشي بهتري ۽ تحفظ جا موقعا ملن ٿا."
2010 ۾ نيويارڪ قانون تحت ڪهڙي سزا ختم ٿي سگهي ٿي؟,متاثر شخص کي ڏنل سزا ختم ٿي سگهي ٿي.
ڪهڙن قانونن تحت ڪيس منسوخ ٿين ٿا؟,متاثر ٿيلن لاءِ سزا ختم ڪرڻ جا قانون موجود آهن.
آسيان ڪنويشن جي ڪهڙي آرٽيڪل ۾ انساني واپار خلاف ڪارروائي جي سزا بابت حوالو ڏنو ويو آهي؟,آرٽيڪل 14(7) ۾ ذڪر ٿيل آهي.
فريب جي مقابلي لاءِ علم ڇا آهي؟,"علم سڀ کان وڏو هٿيار آهي، متاثر شخص فوري رپورٽ ۽ مدد وٺي سگهي ٿو."
متاثر ماڻهن جي گهٽتائي سان ڇا ٿيندو آهي؟,"متاثر ماڻهو گهٽ رپورٽ ڏين ٿا، انڪري رپورٽنگ ۾ گهٽتائي ٿئي ٿي."
متاثر ماڻهو شرمندگي سبب اطلاع ڇو نه ٿو ڏئي؟,متاثر ماڻهو شرمندگي يا خوف سبب اطلاع نٿو ڏئي.
ڪهڙي قسم جي گفتگو فريب جي مقابلي لاءِ  استعمال ٿيندي آھي؟ ,معلوماتي ۽ سجاڳ گفتگو متاثر ماڻهن لاءِ اهم آهي.
ٺڳي کان بچڻ لاءِ ڇا ڪجي؟,"احتياط ڪريو، مشورو وٺو، شڪي ماڻهن کان پري رهو."
